sample_id,true_serotype,true_serogroup,dataset,benchmark
SRR26673659,24,24,Training,GPS benchmark
ERR1065599,10A,10,Training,GPS benchmark
SRR26790182,3,3,Training,GPS benchmark
SRR26750105,12F,12,Training,GPS benchmark
SRR26880184,15B,15,Training,GPS benchmark
SRR26930456,22F,22,Training,GPS benchmark
ERR876695,23F,23,Training,GPS benchmark
SRR26910531,8,8,Testing,GPS benchmark
ERR13374867,22F,22,Training,GPS benchmark
ERR1788218,19F,19,Training,GPS benchmark
SRR26878078,8,8,Training,GPS benchmark
SRR26594335,12F,12,Training,GPS benchmark
SRR26880069,22F,22,Training,GPS benchmark
SRR26673134,33F,33,Training,GPS benchmark
ERR730377,4,4,Training,GPS benchmark
ERR742379,15B/C,15,Training,GPS benchmark
SRR26797017,3,3,Testing,GPS benchmark
SRR26817919,9N,9,Training,GPS benchmark
SRR26818571,9N,9,Training,GPS benchmark
ERR909194,3,3,Training,GPS benchmark
ERR714302,1,1,Training,GPS benchmark
ERR2090079,28F,28,Training,GPS benchmark
ERR3655350,19F,19,Training,GPS benchmark
ERR876478,10A,10,Training,GPS benchmark
ERR909214,35F,35,Training,GPS benchmark
ERR8481824,10A,10,Training,GPS benchmark
SRR26910698,10A,10,Training,GPS benchmark
SRR26673257,22F,22,Training,GPS benchmark
ERR2091089,19A,19,Training,GPS benchmark
SRR26833561,9N,9,Training,GPS benchmark
ERR751088,5,5,Training,GPS benchmark
SRR26714467,3,3,Training,GPS benchmark
SRR26672952,19A,19,Training,GPS benchmark
SRR26673437,8,8,Training,GPS benchmark
SRR26749728,8,8,Testing,GPS benchmark
SRR26884016,8,8,Testing,GPS benchmark
ERR751013,5,5,Training,GPS benchmark
ERR3655210,12F,12,Training,GPS benchmark
SRR26817996,8,8,Training,GPS benchmark
ERR2213033,19F,19,Training,GPS benchmark
ERR862533,9V,9,Training,GPS benchmark
ERR3669299,10A,10,Training,GPS benchmark
ERR1065403,19F,19,Training,GPS benchmark
SRR26884177,12F,12,Training,GPS benchmark
SRR26879859,22F,22,Training,GPS benchmark
ERR316824,23F,23,Training,GPS benchmark
ERR505947,6A,6,Training,GPS benchmark
ERR8481810,6A,6,Training,GPS benchmark
ERR900690,16F,16,Training,GPS benchmark
ERR750863,9V,9,Training,GPS benchmark
SRR26833927,9N,9,Training,GPS benchmark
ERR1192057,6A,6,Training,GPS benchmark
SRR26833652,20B,20,Training,GPS benchmark
SRR26884089,9V,9,Testing,GPS benchmark
ERR751026,7F,7,Training,GPS benchmark
ERR730487,15B/C,15,Training,GPS benchmark
ERR1422448,23A,23,Training,GPS benchmark
SRR26879710,10A,10,Training,GPS benchmark
ERR505895,23F,23,Training,GPS benchmark
SRR26880346,46,46,Training,GPS benchmark
ERR714238,5,5,Training,GPS benchmark
ERR501601,7F,7,Training,GPS benchmark
SRR26673387,8,8,Training,GPS benchmark
ERR13365103,9V,9,Training,GPS benchmark
SRR26884670,23B,23,Training,GPS benchmark
SRR26930591,33F,33,Training,GPS benchmark
ERR662408,10A,10,Training,GPS benchmark
ERR730928,4,4,Training,GPS benchmark
ERR913275,35B,35,Training,GPS benchmark
ERR568662,23F,23,Training,GPS benchmark
ERR505974,6A,6,Training,GPS benchmark
SRR26879656,11A,11,Testing,GPS benchmark
ERR7567925,24,24,Training,GPS benchmark
ERR8481839,17F,17,Training,GPS benchmark
ERR7568093,17F,17,Training,GPS benchmark
SRR26594166,17F,17,Training,GPS benchmark
ERR1214568,19F,19,Training,GPS benchmark
SRR26750118,19F,19,Training,GPS benchmark
SRR26834411,12F,12,Training,GPS benchmark
ERR13374864,35B,35,Training,GPS benchmark
ERR2089215,5,5,Training,GPS benchmark
ERR506021,11A,11,Training,GPS benchmark
SRR26879916,23B,23,Training,GPS benchmark
ERR3227807,19F,19,Training,GPS benchmark
ERR3192339,14,14,Training,GPS benchmark
ERR750895,35F,35,Training,GPS benchmark
ERR633065,6A,6,Training,GPS benchmark
SRR26910543,3,3,Training,GPS benchmark
SRR26797643,8,8,Training,GPS benchmark
ERR13364977,14,14,Training,GPS benchmark
SRR26930923,8,8,Training,GPS benchmark
ERR13364456,8,8,Training,GPS benchmark
SRR26833711,6C,6,Training,GPS benchmark
ERR1453411,6A,6,Training,GPS benchmark
ERR742363,23F,23,Training,GPS benchmark
ERR2090575,6A,6,Training,GPS benchmark
ERR980078,10A,10,Training,GPS benchmark
ERR505485,14,14,Training,GPS benchmark
ERR1065742,23F,23,Testing,GPS benchmark
SRR26930841,9N,9,Training,GPS benchmark
SRR26883888,10A,10,Training,GPS benchmark
ERR2091199,33F,33,Training,GPS benchmark
ERR1065283,34,34,Training,GPS benchmark
SRR26594403,3,3,Training,GPS benchmark
ERR774166,7F,7,Training,GPS benchmark
SRR26930440,3,3,Training,GPS benchmark
ERR774586,1,1,Training,GPS benchmark
ERR2090795,19F,19,Training,GPS benchmark
ERR913554,14,14,Testing,GPS benchmark
SRR26879747,6C,6,Testing,GPS benchmark
SRR26749837,10A,10,Training,GPS benchmark
SRR26789512,16F,16,Training,GPS benchmark
ERR2667184,7F,7,Training,GPS benchmark
SRR26884657,8,8,Training,GPS benchmark
ERR1202426,15B/C,15,Training,GPS benchmark
SRR26790038,12F,12,Training,GPS benchmark
ERR14654001,3,3,Testing,GPS benchmark
ERR1453730,15B/C,15,Training,GPS benchmark
ERR505704,17F,17,Training,GPS benchmark
SRR26931078,7C,7,Training,GPS benchmark
ERR505998,7C,7,Training,GPS benchmark
ERR2091269,24F,24,Training,GPS benchmark
ERR2089905,9V,9,Training,GPS benchmark
ERR13365368,18C,18,Training,GPS benchmark
ERR1422334,17F,17,Training,GPS benchmark
ERR1065684,20A,20,Training,GPS benchmark
ERR742599,9N,9,Training,GPS benchmark
SRR26931070,14,14,Training,GPS benchmark
ERR3796689,24F,24,Training,GPS benchmark
ERR714248,6B,6,Training,GPS benchmark
ERR2089232,17F,17,Training,GPS benchmark
ERR13366093,11A,11,Training,GPS benchmark
ERR2667919,16F,16,Training,GPS benchmark
ERR1788312,14,14,Training,GPS benchmark
SRR26818112,8,8,Training,GPS benchmark
ERR730382,14,14,Training,GPS benchmark
ERR730818,23F,23,Training,GPS benchmark
SRR26833563,19A,19,Training,GPS benchmark
ERR600178,15B/C,15,Training,GPS benchmark
ERR2681340,15A,15,Training,GPS benchmark
ERR862468,17F,17,Training,GPS benchmark
ERR2091272,24F,24,Training,GPS benchmark
SRR26797745,23B,23,Testing,GPS benchmark
SRR26910327,16F,16,Training,GPS benchmark
ERR13365400,22F,22,Training,GPS benchmark
ERR2090911,1,1,Training,GPS benchmark
ERR570458,3,3,Training,GPS benchmark
ERR714548,14,14,Training,GPS benchmark
SRR26879580,3,3,Training,GPS benchmark
SRR26749342,35B,35,Training,GPS benchmark
SRR26878514,3,3,Training,GPS benchmark
SRR26789628,7C,7,Training,GPS benchmark
SRR26714358,19A,19,Testing,GPS benchmark
SRR26878051,3,3,Training,GPS benchmark
SRR26789629,15B,15,Training,GPS benchmark
ERR13366193,16F,16,Training,GPS benchmark
SRR26594712,8,8,Training,GPS benchmark
SRR26818198,21,21,Training,GPS benchmark
ERR3270780,19A,19,Training,GPS benchmark
ERR2680908,1,1,Training,GPS benchmark
SRR26594419,12F,12,Training,GPS benchmark
ERR2667816,14,14,Testing,GPS benchmark
ERR2681213,23A,23,Training,GPS benchmark
ERR742398,33F,33,Training,GPS benchmark
ERR742669,33C,33,Training,GPS benchmark
ERR1106738,17F,17,Training,GPS benchmark
SRR26714094,3,3,Training,GPS benchmark
ERR13365465,8,8,Training,GPS benchmark
ERR13375071,9N,9,Training,GPS benchmark
SRR26878507,3,3,Testing,GPS benchmark
ERR1430845,6A,6,Training,GPS benchmark
SRR26749417,23A,23,Training,GPS benchmark
SRR26833725,16F,16,Training,GPS benchmark
ERR1288978,13,13,Training,GPS benchmark
ERR714314,12F,12,Training,GPS benchmark
SRR26714487,22F,22,Testing,GPS benchmark
SRR26749572,12F,12,Training,GPS benchmark
SRR26877981,22F,22,Training,GPS benchmark
ERR730719,19F,19,Training,GPS benchmark
SRR26878216,19A,19,Training,GPS benchmark
ERR1202496,29,29,Training,GPS benchmark
ERR568598,23F,23,Training,GPS benchmark
SRR26594906,22F,22,Testing,GPS benchmark
SRR26749991,33F,33,Training,GPS benchmark
ERR1594509,12F,12,Training,GPS benchmark
ERR870020,13,13,Training,GPS benchmark
ERR600087,3,3,Training,GPS benchmark
ERR2680639,6A,6,Training,GPS benchmark
SRR26931309,8,8,Training,GPS benchmark
SRR26884121,19A,19,Training,GPS benchmark
ERR2612120,34,34,Training,GPS benchmark
ERR2681344,18C,18,Training,GPS benchmark
SRR26884287,38,38,Training,GPS benchmark
ERR997540,13,13,Training,GPS benchmark
ERR13375018,24,24,Training,GPS benchmark
SRR26595030,35B,35,Training,GPS benchmark
SRR26931054,22F,22,Training,GPS benchmark
ERR1066113,4,4,Training,GPS benchmark
ERR13364804,7F,7,Training,GPS benchmark
ERR1453703,17F,17,Training,GPS benchmark
SRR26878658,8,8,Training,GPS benchmark
SRR26714604,19F,19,Training,GPS benchmark
SRR26884717,8,8,Training,GPS benchmark
ERR13366208,23F,23,Training,GPS benchmark
SRR26879902,16F,16,Testing,GPS benchmark
ERR1214435,19A,19,Training,GPS benchmark
ERR1065553,15B/C,15,Testing,GPS benchmark
ERR13365305,15B,15,Training,GPS benchmark
ERR774136,23B,23,Testing,GPS benchmark
ERR5104416,4,4,Training,GPS benchmark
ERR997477,6B,6,Training,GPS benchmark
SRR26884573,19A,19,Training,GPS benchmark
ERR909118,14,14,Training,GPS benchmark
SRR26594948,19A,19,Training,GPS benchmark
ERR714276,1,1,Training,GPS benchmark
ERR14654036,11A,11,Training,GPS benchmark
SRR26797861,23B,23,Training,GPS benchmark
SRR26879590,16F,16,Training,GPS benchmark
SRR26594509,19A,19,Training,GPS benchmark
ERR714481,14,14,Training,GPS benchmark
ERR505663,23F,23,Training,GPS benchmark
ERR2089923,19F,19,Training,GPS benchmark
ERR13365753,11B,11,Training,GPS benchmark
ERR662390,15B/C,15,Training,GPS benchmark
SRR26931597,23A,23,Training,GPS benchmark
ERR913540,6B,6,Training,GPS benchmark
ERR997488,10A,10,Training,GPS benchmark
ERR600381,19F,19,Training,GPS benchmark
ERR1066212,7C,7,Training,GPS benchmark
ERR2089591,6B,6,Training,GPS benchmark
SRR26910772,33F,33,Training,GPS benchmark
SRR26883782,10A,10,Training,GPS benchmark
ERR331129,6C,6,Training,GPS benchmark
ERR751120,13,13,Training,GPS benchmark
SRR26715025,22F,22,Training,GPS benchmark
ERR884519,11A,11,Training,GPS benchmark
SRR26789736,31,31,Training,GPS benchmark
SRR26911074,3,3,Training,GPS benchmark
ERR2853675,19A,19,Testing,GPS benchmark
ERR2681116,3,3,Training,GPS benchmark
ERR2667451,13,13,Testing,GPS benchmark
ERR742652,19F,19,Training,GPS benchmark
ERR750820,33F,33,Testing,GPS benchmark
SRR26930348,22F,22,Training,GPS benchmark
ERR2089719,23F,23,Testing,GPS benchmark
SRR26884195,23B,23,Training,GPS benchmark
ERR925076,20A,20,Training,GPS benchmark
ERR3899233,16F,16,Training,GPS benchmark
ERR13364887,17F,17,Training,GPS benchmark
SRR26884387,35B,35,Testing,GPS benchmark
SRR26797599,33F,33,Training,GPS benchmark
SRR26594325,12F,12,Training,GPS benchmark
ERR1288922,7C,7,Training,GPS benchmark
ERR2090386,11A,11,Training,GPS benchmark
ERR433707,19A,19,Training,GPS benchmark
SRR26797316,19A,19,Training,GPS benchmark
SRR26930240,15A,15,Training,GPS benchmark
SRR26880425,33,33,Training,GPS benchmark
SRR26883835,8,8,Training,GPS benchmark
SRR26789904,8,8,Training,GPS benchmark
SRR26883847,22F,22,Training,GPS benchmark
SRR26878383,11A,11,Training,GPS benchmark
ERR1288892,28F,28,Training,GPS benchmark
SRR26879847,10A,10,Training,GPS benchmark
ERR13365797,20A,20,Training,GPS benchmark
ERR505702,13,13,Training,GPS benchmark
SRR26749640,12F,12,Training,GPS benchmark
ERR9796470,13,13,Training,GPS benchmark
ERR7567858,15B,15,Training,GPS benchmark
SRR26818017,35B,35,Training,GPS benchmark
ERR8481906,7C,7,Training,GPS benchmark
ERR909045,19A,19,Training,GPS benchmark
ERR13374773,18C,18,Training,GPS benchmark
ERR506039,19A,19,Training,GPS benchmark
ERR600510,6A,6,Training,GPS benchmark
SRR26797347,19A,19,Training,GPS benchmark
ERR980017,38,38,Training,GPS benchmark
SRR26789262,3,3,Training,GPS benchmark
ERR568459,18C,18,Training,GPS benchmark
ERR908978,34,34,Training,GPS benchmark
ERR9796468,16F,16,Training,GPS benchmark
SRR26879474,8,8,Training,GPS benchmark
ERR13366202,14,14,Training,GPS benchmark
ERR13366179,19F,19,Testing,GPS benchmark
ERR1065879,4,4,Training,GPS benchmark
SRR26931430,3,3,Training,GPS benchmark
SRR26833994,9N,9,Training,GPS benchmark
SRR26931681,22F,22,Testing,GPS benchmark
ERR2667112,15A,15,Training,GPS benchmark
ERR714491,1,1,Training,GPS benchmark
SRR26930472,3,3,Training,GPS benchmark
SRR26931782,22F,22,Testing,GPS benchmark
SRR26879678,7C,7,Training,GPS benchmark
SRR26749245,7F,7,Training,GPS benchmark
ERR1756461,19F,19,Training,GPS benchmark
ERR714376,1,1,Training,GPS benchmark
SRR26930217,8,8,Training,GPS benchmark
ERR505586,23F,23,Training,GPS benchmark
ERR2667169,19A,19,Training,GPS benchmark
SRR26797788,9N,9,Training,GPS benchmark
ERR1756465,9L,9,Training,GPS benchmark
ERR2667902,3,3,Testing,GPS benchmark
ERR2090788,33F,33,Training,GPS benchmark
ERR714461,6B,6,Testing,GPS benchmark
ERR913457,16F,16,Training,GPS benchmark
ERR3303441,19A,19,Training,GPS benchmark
ERR13365140,31,31,Training,GPS benchmark
ERR2681137,11A,11,Training,GPS benchmark
ERR870132,1,1,Training,GPS benchmark
ERR714330,6B,6,Training,GPS benchmark
SRR26789509,8,8,Training,GPS benchmark
ERR774644,1,1,Training,GPS benchmark
ERR2667840,19A,19,Training,GPS benchmark
SRR26930937,15A,15,Training,GPS benchmark
ERR2681400,6B,6,Training,GPS benchmark
ERR751089,5,5,Training,GPS benchmark
SRR26877811,7C,7,Training,GPS benchmark
ERR909208,15B/C,15,Training,GPS benchmark
SRR26595061,8,8,Training,GPS benchmark
ERR730939,6B,6,Training,GPS benchmark
ERR3192385,14,14,Training,GPS benchmark
ERR845755,12F,12,Training,GPS benchmark
SRR26594455,20B,20,Training,GPS benchmark
ERR13364382,23F,23,Training,GPS benchmark
ERR600142,38,38,Testing,GPS benchmark
ERR997494,13,13,Training,GPS benchmark
SRR26749534,12F,12,Training,GPS benchmark
ERR505965,14,14,Training,GPS benchmark
ERR913477,6B,6,Training,GPS benchmark
SRR26673461,15C,15,Training,GPS benchmark
ERR2089374,38,38,Training,GPS benchmark
ERR913345,15B/C,15,Training,GPS benchmark
ERR714546,9N,9,Training,GPS benchmark
ERR980194,15F,15,Training,GPS benchmark
ERR425453,7F,7,Training,GPS benchmark
ERR2667281,7F,7,Training,GPS benchmark
SRR26879456,9N,9,Testing,GPS benchmark
ERR3723908,14,14,Training,GPS benchmark
ERR316616,5,5,Training,GPS benchmark
ERR13365262,19A,19,Training,GPS benchmark
SRR26818288,31,31,Training,GPS benchmark
ERR4289068,13,13,Training,GPS benchmark
ERR2089018,12F,12,Training,GPS benchmark
SRR26911038,3,3,Training,GPS benchmark
SRR26930150,8,8,Training,GPS benchmark
SRR26797597,8,8,Training,GPS benchmark
SRR26673500,9N,9,Training,GPS benchmark
ERR884456,19F,19,Training,GPS benchmark
ERR980052,19A,19,Training,GPS benchmark
ERR600407,4,4,Training,GPS benchmark
ERR730281,19A,19,Training,GPS benchmark
ERR568636,6A,6,Training,GPS benchmark
ERR774341,8,8,Training,GPS benchmark
SRR26789468,12F,12,Training,GPS benchmark
SRR26879606,3,3,Training,GPS benchmark
SRR26930582,7F,7,Training,GPS benchmark
ERR13365872,3,3,Training,GPS benchmark
ERR876767,6B,6,Training,GPS benchmark
ERR2089240,1,1,Training,GPS benchmark
SRR26673626,8,8,Training,GPS benchmark
ERR1540735,3,3,Training,GPS benchmark
ERR3303235,1,1,Training,GPS benchmark
SRR26879531,8,8,Training,GPS benchmark
ERR1065145,31,31,Training,GPS benchmark
ERR425480,4,4,Training,GPS benchmark
ERR506008,7F,7,Training,GPS benchmark
ERR2089244,19F,19,Training,GPS benchmark
SRR26880383,21,21,Training,GPS benchmark
SRR26931896,12F,12,Training,GPS benchmark
ERR1788024,12F,12,Training,GPS benchmark
SRR26797923,10A,10,Training,GPS benchmark
ERR13365398,35F,35,Training,GPS benchmark
SRR26931625,8,8,Training,GPS benchmark
ERR13364481,8,8,Training,GPS benchmark
SRR26789625,3,3,Training,GPS benchmark
ERR2668109,2,2,Training,GPS benchmark
ERR3270703,21,21,Training,GPS benchmark
SRR26818170,22F,22,Training,GPS benchmark
ERR13374632,14,14,Training,GPS benchmark
ERR714395,1,1,Training,GPS benchmark
ERR1788326,9V,9,Training,GPS benchmark
ERR1214358,11A,11,Training,GPS benchmark
ERR1594511,12F,12,Training,GPS benchmark
ERR1540768,19A,19,Training,GPS benchmark
ERR568679,1,1,Training,GPS benchmark
ERR1422628,19B,19,Training,GPS benchmark
SRR26818587,15A,15,Training,GPS benchmark
ERR1106652,1,1,Training,GPS benchmark
ERR884490,6B,6,Training,GPS benchmark
ERR1788129,19A,19,Training,GPS benchmark
ERR913318,21,21,Testing,GPS benchmark
SRR26715056,3,3,Training,GPS benchmark
ERR730705,14,14,Training,GPS benchmark
ERR1453288,3,3,Training,GPS benchmark
SRR26673505,8,8,Training,GPS benchmark
ERR319332,6A,6,Training,GPS benchmark
ERR1453549,6A,6,Training,GPS benchmark
ERR3227760,1,1,Training,GPS benchmark
ERR13374776,8,8,Training,GPS benchmark
ERR13364552,6B,6,Training,GPS benchmark
ERR4501459,24F,24,Training,GPS benchmark
ERR870121,5,5,Training,GPS benchmark
ERR8481714,8,8,Training,GPS benchmark
ERR1065993,15A,15,Training,GPS benchmark
ERR316722,6B,6,Training,GPS benchmark
ERR1788209,19F,19,Training,GPS benchmark
SRR26749813,35F,35,Training,GPS benchmark
ERR2668140,23F,23,Training,GPS benchmark
SRR26594559,12F,12,Testing,GPS benchmark
ERR2667204,5,5,Training,GPS benchmark
ERR3831139,24F,24,Testing,GPS benchmark
ERR13365834,9N,9,Training,GPS benchmark
SRR26673688,9N,9,Training,GPS benchmark
SRR26595058,3,3,Training,GPS benchmark
ERR13374741,8,8,Training,GPS benchmark
ERR913176,23B,23,Training,GPS benchmark
SRR26790091,34,34,Training,GPS benchmark
SRR26834409,3,3,Training,GPS benchmark
ERR773975,1,1,Training,GPS benchmark
SRR26749307,22F,22,Training,GPS benchmark
ERR1430982,7C,7,Training,GPS benchmark
ERR2667967,11A,11,Training,GPS benchmark
SRR26797851,15A,15,Training,GPS benchmark
SRR26879520,12F,12,Training,GPS benchmark
ERR1214458,24F,24,Training,GPS benchmark
ERR1202217,6B,6,Training,GPS benchmark
SRR26879769,10A,10,Training,GPS benchmark
ERR3796828,24F,24,Training,GPS benchmark
ERR1422336,5,5,Training,GPS benchmark
ERR909021,23A,23,Training,GPS benchmark
ERR997627,48,48,Training,GPS benchmark
ERR736929,17F,17,Training,GPS benchmark
SRR26749251,22F,22,Training,GPS benchmark
ERR876686,16F,16,Testing,GPS benchmark
ERR1202198,13,13,Training,GPS benchmark
ERR319352,6B,6,Training,GPS benchmark
SRR26594535,8,8,Training,GPS benchmark
SRR26594542,9N,9,Training,GPS benchmark
ERR1065499,15A,15,Training,GPS benchmark
ERR2089238,33D,33,Training,GPS benchmark
ERR1788545,3,3,Training,GPS benchmark
ERR13366186,23F,23,Training,GPS benchmark
ERR1065390,35B,35,Training,GPS benchmark
SRR26789433,22F,22,Training,GPS benchmark
SRR26911051,33F,33,Training,GPS benchmark
ERR425433,4,4,Training,GPS benchmark
ERR3655267,6A,6,Training,GPS benchmark
ERR13365221,14,14,Training,GPS benchmark
ERR438976,1,1,Training,GPS benchmark
SRR26884515,33F,33,Training,GPS benchmark
ERR2612038,5,5,Training,GPS benchmark
SRR26673654,8,8,Training,GPS benchmark
SRR26818080,8,8,Training,GPS benchmark
SRR26884700,13,13,Training,GPS benchmark
ERR714201,14,14,Training,GPS benchmark
ERR1192014,6B,6,Training,GPS benchmark
ERR870015,13,13,Testing,GPS benchmark
SRR26930829,10A,10,Training,GPS benchmark
ERR319313,6A,6,Testing,GPS benchmark
SRR26714360,19A,19,Training,GPS benchmark
ERR980136,19A,19,Training,GPS benchmark
ERR1214583,19F,19,Training,GPS benchmark
SRR26714511,12F,12,Training,GPS benchmark
ERR730496,9V,9,Training,GPS benchmark
ERR632959,23B,23,Training,GPS benchmark
ERR913478,23F,23,Training,GPS benchmark
SRR26910869,11A,11,Training,GPS benchmark
ERR774097,8,8,Training,GPS benchmark
ERR13365220,14,14,Testing,GPS benchmark
ERR3796700,24F,24,Testing,GPS benchmark
ERR13374606,9V,9,Training,GPS benchmark
SRR26818649,8,8,Training,GPS benchmark
ERR1202472,16F,16,Training,GPS benchmark
ERR2681347,10A,10,Training,GPS benchmark
ERR730722,6A,6,Training,GPS benchmark
SRR26673104,12F,12,Testing,GPS benchmark
SRR26930330,9N,9,Training,GPS benchmark
ERR13364758,14,14,Testing,GPS benchmark
ERR909106,17F,17,Training,GPS benchmark
ERR2680697,24A,24,Training,GPS benchmark
ERR2090908,6B,6,Training,GPS benchmark
ERR1065404,12F,12,Training,GPS benchmark
SRR26878504,16F,16,Training,GPS benchmark
ERR870155,6A,6,Training,GPS benchmark
ERR730613,9N,9,Testing,GPS benchmark
ERR742410,7F,7,Training,GPS benchmark
ERR714413,14,14,Training,GPS benchmark
SRR26930869,3,3,Training,GPS benchmark
SRR26789970,33F,33,Training,GPS benchmark
ERR3796849,24F,24,Training,GPS benchmark
ERR913273,16F,16,Training,GPS benchmark
SRR26931352,12F,12,Training,GPS benchmark
ERR862392,6B,6,Training,GPS benchmark
ERR2853453,19A,19,Training,GPS benchmark
SRR26833759,15A,15,Training,GPS benchmark
ERR13365730,35B,35,Training,GPS benchmark
ERR956278,4,4,Training,GPS benchmark
SRR26930360,9N,9,Training,GPS benchmark
ERR2667818,5,5,Training,GPS benchmark
SRR26789367,8,8,Training,GPS benchmark
ERR2667085,6B,6,Training,GPS benchmark
ERR913306,15B/C,15,Training,GPS benchmark
ERR1192111,18A,18,Training,GPS benchmark
ERR1066063,23B,23,Training,GPS benchmark
SRR26714498,3,3,Training,GPS benchmark
SRR26879592,3,3,Training,GPS benchmark
