sample_id,Contig_ID,true_serotype,true_serogroup,dataset,benchmark
SRR26789217,5,8,8,Training,GPS benchmark
SRR26672800,1,3,3,Training,GPS benchmark
ERR568687,14,23F,23,Training,GPS benchmark
ERR568687,17,23F,23,Training,GPS benchmark
ERR751186,13,6A,6,Training,GPS benchmark
ERR751186,16,6A,6,Training,GPS benchmark
SRR26749730,1,9N,9,Training,GPS benchmark
ERR2091095,20,1,1,Training,GPS benchmark
ERR2091095,43,1,1,Training,GPS benchmark
SRR26594662,4,15A,15,Training,GPS benchmark
SRR26594662,21,15A,15,Training,GPS benchmark
ERR600115,6,21,21,Training,GPS benchmark
ERR600115,45,21,21,Training,GPS benchmark
ERR862473,1,1,1,Training,GPS benchmark
ERR862473,36,1,1,Training,GPS benchmark
SRR26930687,5,3,3,Testing,GPS benchmark
ERR1065997,5,19F,19,Training,GPS benchmark
ERR1065997,46,19F,19,Training,GPS benchmark
SRR26797709,2,8,8,Training,GPS benchmark
SRR26797709,6,8,8,Training,GPS benchmark
SRR26789579,3,8,8,Training,GPS benchmark
SRR26789579,5,8,8,Training,GPS benchmark
ERR449263,7,6B,6,Training,GPS benchmark
SRR26789328,1,35F,35,Training,GPS benchmark
ERR1422692,1,35F,35,Training,GPS benchmark
ERR730350,2,6A,6,Testing,GPS benchmark
ERR730350,14,6A,6,Testing,GPS benchmark
SRR26877897,12,12F,12,Training,GPS benchmark
SRR26877897,24,12F,12,Training,GPS benchmark
ERR876782,6,14,14,Training,GPS benchmark
ERR876782,20,14,14,Training,GPS benchmark
SRR26931232,1,12F,12,Training,GPS benchmark
SRR26931232,7,12F,12,Training,GPS benchmark
ERR1192041,3,11A,11,Training,GPS benchmark
ERR884408,2,19A,19,Training,GPS benchmark
ERR884408,19,19A,19,Training,GPS benchmark
ERR913507,1,6A,6,Training,GPS benchmark
ERR2091229,8,23F,23,Training,GPS benchmark
ERR2091229,24,23F,23,Training,GPS benchmark
ERR2681199,1,6A,6,Training,GPS benchmark
ERR2681199,26,6A,6,Training,GPS benchmark
ERR908988,2,19F,19,Training,GPS benchmark
ERR908988,4,19F,19,Training,GPS benchmark
SRR26883881,1,3,3,Training,GPS benchmark
SRR26790174,9,17F,17,Training,GPS benchmark
SRR26790174,16,17F,17,Training,GPS benchmark
SRR26930182,1,19A,19,Training,GPS benchmark
ERR13365867,2,22F,22,Training,GPS benchmark
ERR13365867,4,22F,22,Training,GPS benchmark
ERR714217,1,1,1,Training,GPS benchmark
ERR714217,3,1,1,Training,GPS benchmark
SRR26833629,14,31,31,Training,GPS benchmark
SRR26833629,23,31,31,Training,GPS benchmark
ERR774371,22,10A,10,Training,GPS benchmark
ERR774371,43,10A,10,Training,GPS benchmark
ERR870183,3,6A,6,Training,GPS benchmark
ERR870183,23,6A,6,Training,GPS benchmark
ERR570382,8,23F,23,Training,GPS benchmark
ERR570382,17,23F,23,Training,GPS benchmark
SRR26833737,1,12F,12,Training,GPS benchmark
SRR26833737,11,12F,12,Training,GPS benchmark
ERR774515,1,35D,35,Training,GPS benchmark
ERR774515,2,35D,35,Training,GPS benchmark
SRR26818666,2,8,8,Training,GPS benchmark
SRR26818666,7,8,8,Training,GPS benchmark
SRR26884502,2,12F,12,Training,GPS benchmark
SRR26884502,11,12F,12,Training,GPS benchmark
SRR26714808,3,8,8,Training,GPS benchmark
SRR26714808,6,8,8,Training,GPS benchmark
SRR26910681,2,11A,11,Training,GPS benchmark
SRR26910681,11,11A,11,Training,GPS benchmark
SRR26930544,2,22F,22,Training,GPS benchmark
SRR26930544,16,22F,22,Training,GPS benchmark
ERR13365129,1,19A,19,Training,GPS benchmark
ERR701793,41,1,1,Training,GPS benchmark
ERR701793,54,1,1,Training,GPS benchmark
SRR26930281,2,19A,19,Training,GPS benchmark
SRR26930281,30,19A,19,Training,GPS benchmark
SRR26789906,3,31,31,Training,GPS benchmark
ERR900652,1,14,14,Training,GPS benchmark
ERR900652,23,14,14,Training,GPS benchmark
ERR1202372,7,9V,9,Training,GPS benchmark
ERR1202372,17,9V,9,Training,GPS benchmark
ERR845764,12,14,14,Training,GPS benchmark
ERR845764,22,14,14,Training,GPS benchmark
ERR13365235,1,9N,9,Training,GPS benchmark
ERR1066229,1,8,8,Training,GPS benchmark
SRR26884538,5,3,3,Training,GPS benchmark
SRR26714681,5,33F,33,Training,GPS benchmark
SRR26714681,16,33F,33,Training,GPS benchmark
ERR568771,14,23A,23,Training,GPS benchmark
ERR1540726,6,6B,6,Training,GPS benchmark
ERR1065122,2,35A,35,Training,GPS benchmark
ERR774092,2,1,1,Training,GPS benchmark
ERR774092,6,1,1,Training,GPS benchmark
ERR1065306,1,34,34,Training,GPS benchmark
SRR26911062,1,15A,15,Training,GPS benchmark
SRR26911062,6,15A,15,Training,GPS benchmark
ERR2667237,2,14,14,Testing,GPS benchmark
ERR2667237,18,14,14,Testing,GPS benchmark
SRR26672903,3,24,24,Testing,GPS benchmark
SRR26672903,15,24,24,Testing,GPS benchmark
SRR26797311,3,38,38,Training,GPS benchmark
SRR26797311,8,38,38,Training,GPS benchmark
ERR884492,1,34,34,Training,GPS benchmark
ERR884492,20,34,34,Training,GPS benchmark
SRR26797901,2,22F,22,Training,GPS benchmark
SRR26797901,16,22F,22,Training,GPS benchmark
SRR26673728,1,9N,9,Training,GPS benchmark
ERR4289117,1,19F,19,Training,GPS benchmark
ERR13365219,2,19F,19,Testing,GPS benchmark
ERR13365219,11,19F,19,Testing,GPS benchmark
SRR26714717,15,17F,17,Training,GPS benchmark
SRR26714717,19,17F,17,Training,GPS benchmark
ERR1430826,4,1,1,Training,GPS benchmark
ERR1430826,6,1,1,Training,GPS benchmark
ERR340835,2,18C,18,Testing,GPS benchmark
ERR340835,12,18C,18,Testing,GPS benchmark
ERR1658165,7,15A,15,Training,GPS benchmark
ERR1658165,22,15A,15,Training,GPS benchmark
ERR1065677,2,6A,6,Training,GPS benchmark
SRR26878373,2,19A,19,Training,GPS benchmark
ERR925202,1,10A,10,Training,GPS benchmark
ERR925202,5,10A,10,Training,GPS benchmark
ERR662344,2,22F,22,Training,GPS benchmark
ERR662344,28,22F,22,Training,GPS benchmark
ERR1788517,2,3,3,Training,GPS benchmark
SRR26930351,1,22F,22,Training,GPS benchmark
SRR26930351,3,22F,22,Training,GPS benchmark
ERR13365698,1,8,8,Training,GPS benchmark
SRR26749995,13,12F,12,Training,GPS benchmark
SRR26749995,21,12F,12,Training,GPS benchmark
ERR742408,3,38,38,Testing,GPS benchmark
ERR742408,21,38,38,Testing,GPS benchmark
ERR2681117,1,6D,6,Training,GPS benchmark
SRR26797135,2,8,8,Training,GPS benchmark
SRR26797135,6,8,8,Training,GPS benchmark
ERR1422472,2,19F,19,Training,GPS benchmark
ERR3227813,1,19F,19,Training,GPS benchmark
ERR979937,15,6C,6,Training,GPS benchmark
ERR979937,21,6C,6,Training,GPS benchmark
ERR773914,1,6A,6,Training,GPS benchmark
SRR26910602,1,3,3,Training,GPS benchmark
SRR26818289,1,8,8,Training,GPS benchmark
ERR13365013,12,14,14,Training,GPS benchmark
ERR13365013,14,14,14,Training,GPS benchmark
SRR26818631,1,20B,20,Training,GPS benchmark
SRR26818631,3,20B,20,Training,GPS benchmark
SRR26797993,1,19A,19,Training,GPS benchmark
ERR714545,6,4,4,Training,GPS benchmark
ERR714545,56,4,4,Training,GPS benchmark
SRR26594783,2,8,8,Training,GPS benchmark
SRR26594783,4,8,8,Training,GPS benchmark
ERR751018,5,12B,12,Training,GPS benchmark
ERR13374927,5,24,24,Training,GPS benchmark
ERR13374927,8,24,24,Training,GPS benchmark
SRR26910435,2,8,8,Testing,GPS benchmark
SRR26910435,7,8,8,Testing,GPS benchmark
ERR1065636,2,20A,20,Training,GPS benchmark
ERR1065636,18,20A,20,Training,GPS benchmark
ERR1202171,14,20A,20,Training,GPS benchmark
ERR326582,92,6B,6,Training,GPS benchmark
ERR326582,123,6B,6,Training,GPS benchmark
ERR1065924,1,35B,35,Training,GPS benchmark
ERR1065924,4,35B,35,Training,GPS benchmark
SRR26789968,3,8,8,Training,GPS benchmark
SRR26789968,5,8,8,Training,GPS benchmark
ERR4501431,3,24F,24,Training,GPS benchmark
ERR1065264,2,18C,18,Training,GPS benchmark
ERR1065264,3,18C,18,Training,GPS benchmark
ERR5104407,1,4,4,Training,GPS benchmark
ERR884402,1,15B/C,15,Training,GPS benchmark
ERR884402,4,15B/C,15,Training,GPS benchmark
ERR13364507,6,10A,10,Training,GPS benchmark
ERR13364507,23,10A,10,Training,GPS benchmark
ERR869917,16,3,3,Training,GPS benchmark
ERR869917,22,3,3,Training,GPS benchmark
SRR26797189,4,5,5,Training,GPS benchmark
SRR26797189,22,5,5,Training,GPS benchmark
SRR26790173,1,10A,10,Training,GPS benchmark
SRR26790173,25,10A,10,Training,GPS benchmark
ERR1065311,1,19A,19,Training,GPS benchmark
ERR2089160,5,5,5,Testing,GPS benchmark
ERR2089160,25,5,5,Testing,GPS benchmark
ERR3796761,3,24F,24,Testing,GPS benchmark
ERR1065972,1,34,34,Training,GPS benchmark
ERR568514,4,19A,19,Training,GPS benchmark
ERR2667231,2,19A,19,Training,GPS benchmark
ERR1422670,19,4,4,Training,GPS benchmark
ERR1422670,25,4,4,Training,GPS benchmark
ERR1658073,2,24F,24,Training,GPS benchmark
ERR1658073,8,24F,24,Training,GPS benchmark
SRR26930612,5,3,3,Training,GPS benchmark
ERR908880,5,38,38,Training,GPS benchmark
ERR908880,21,38,38,Training,GPS benchmark
ERR714665,11,19F,19,Training,GPS benchmark
ERR714665,16,19F,19,Training,GPS benchmark
ERR13374704,15,35B,35,Training,GPS benchmark
ERR773885,1,23F,23,Training,GPS benchmark
ERR1788068,1,34,34,Training,GPS benchmark
ERR1788068,3,34,34,Training,GPS benchmark
ERR600252,2,23B,23,Training,GPS benchmark
ERR2090202,2,9V,9,Training,GPS benchmark
ERR2090673,2,12F,12,Training,GPS benchmark
ERR2090673,5,12F,12,Training,GPS benchmark
SRR26749351,2,15A,15,Training,GPS benchmark
ERR1422494,1,19F,19,Training,GPS benchmark
ERR3303322,3,1,1,Testing,GPS benchmark
ERR3303322,8,1,1,Testing,GPS benchmark
ERR3796943,5,24F,24,Training,GPS benchmark
ERR742580,8,4,4,Training,GPS benchmark
ERR742580,19,4,4,Training,GPS benchmark
ERR1065354,10,21,21,Training,GPS benchmark
ERR1065354,26,21,21,Training,GPS benchmark
ERR884528,2,4,4,Training,GPS benchmark
ERR884528,3,4,4,Training,GPS benchmark
SRR26834333,2,8,8,Testing,GPS benchmark
SRR26834333,4,8,8,Testing,GPS benchmark
ERR870299,1,6A,6,Training,GPS benchmark
ERR870299,17,6A,6,Training,GPS benchmark
ERR13365755,5,4,4,Training,GPS benchmark
ERR13365755,8,4,4,Training,GPS benchmark
ERR2680698,1,6A,6,Testing,GPS benchmark
ERR2680698,30,6A,6,Testing,GPS benchmark
ERR505719,1,23F,23,Training,GPS benchmark
ERR505719,17,23F,23,Training,GPS benchmark
ERR568444,3,18C,18,Training,GPS benchmark
ERR568444,28,18C,18,Training,GPS benchmark
SRR26834511,1,3,3,Training,GPS benchmark
SRR26797467,1,23B,23,Training,GPS benchmark
ERR909148,5,33D,33,Training,GPS benchmark
ERR909148,20,33D,33,Training,GPS benchmark
ERR900721,1,7C,7,Training,GPS benchmark
ERR900721,8,7C,7,Training,GPS benchmark
ERR997607,6,14,14,Training,GPS benchmark
ERR997607,7,14,14,Training,GPS benchmark
SRR26910875,4,4,4,Training,GPS benchmark
SRR26910875,6,4,4,Training,GPS benchmark
ERR876566,13,14,14,Training,GPS benchmark
ERR876566,22,14,14,Training,GPS benchmark
ERR773950,8,3,3,Training,GPS benchmark
SRR26797926,1,3,3,Training,GPS benchmark
SRR26884000,2,15A,15,Training,GPS benchmark
ERR913371,1,19A,19,Training,GPS benchmark
SRR26931422,8,20B,20,Training,GPS benchmark
SRR26931422,20,20B,20,Training,GPS benchmark
SRR26931126,6,8,8,Testing,GPS benchmark
SRR26931126,13,8,8,Testing,GPS benchmark
ERR869838,30,19F,19,Training,GPS benchmark
ERR1756436,8,14,14,Training,GPS benchmark
ERR1756436,27,14,14,Training,GPS benchmark
ERR3796786,1,24F,24,Training,GPS benchmark
SRR26931725,1,7C,7,Testing,GPS benchmark
SRR26931725,11,7C,7,Testing,GPS benchmark
ERR568493,1,8,8,Training,GPS benchmark
ERR13364608,9,14,14,Testing,GPS benchmark
ERR13364608,10,14,14,Testing,GPS benchmark
ERR730853,2,19A,19,Training,GPS benchmark
SRR26930548,5,9N,9,Training,GPS benchmark
SRR26930548,12,9N,9,Training,GPS benchmark
ERR997564,2,35B,35,Training,GPS benchmark
ERR1453501,15,12F,12,Training,GPS benchmark
ERR1453501,24,12F,12,Training,GPS benchmark
ERR13364576,8,35F,35,Training,GPS benchmark
ERR13364576,30,35F,35,Training,GPS benchmark
ERR2090111,2,8,8,Training,GPS benchmark
ERR632996,3,9V,9,Testing,GPS benchmark
ERR632996,25,9V,9,Testing,GPS benchmark
SRR26930985,2,22F,22,Training,GPS benchmark
SRR26930985,4,22F,22,Training,GPS benchmark
ERR316753,1,35B,35,Training,GPS benchmark
SRR26789835,2,3,3,Training,GPS benchmark
ERR742472,1,23F,23,Training,GPS benchmark
SRR26911023,8,8,8,Testing,GPS benchmark
SRR26911023,15,8,8,Testing,GPS benchmark
ERR730172,11,34,34,Testing,GPS benchmark
ERR730172,12,34,34,Testing,GPS benchmark
ERR1453388,43,6A,6,Training,GPS benchmark
ERR1453388,97,6A,6,Training,GPS benchmark
ERR3227733,1,15B/C,15,Training,GPS benchmark
SRR26834162,3,19A,19,Training,GPS benchmark
SRR26834162,10,19A,19,Training,GPS benchmark
ERR1065839,3,15A,15,Training,GPS benchmark
ERR862280,1,16F,16,Training,GPS benchmark
ERR862280,16,16F,16,Training,GPS benchmark
ERR2667156,7,14,14,Training,GPS benchmark
ERR2667156,19,14,14,Training,GPS benchmark
SRR26749889,30,3,3,Training,GPS benchmark
ERR913372,8,21,21,Training,GPS benchmark
ERR913372,11,21,21,Training,GPS benchmark
SRR26833933,3,8,8,Training,GPS benchmark
SRR26833933,6,8,8,Training,GPS benchmark
ERR596408,4,22F,22,Testing,GPS benchmark
ERR596408,37,22F,22,Testing,GPS benchmark
SRR26594225,2,20B,20,Training,GPS benchmark
SRR26749607,3,8,8,Training,GPS benchmark
SRR26749607,5,8,8,Training,GPS benchmark
ERR316929,11,23F,23,Training,GPS benchmark
SRR26884312,5,3,3,Training,GPS benchmark
SRR26797457,1,10A,10,Training,GPS benchmark
SRR26797457,25,10A,10,Training,GPS benchmark
ERR1422530,1,6B,6,Training,GPS benchmark
SRR26714736,1,9N,9,Training,GPS benchmark
SRR26714736,4,9N,9,Training,GPS benchmark
SRR26884073,2,15B,15,Training,GPS benchmark
ERR1658185,2,19F,19,Training,GPS benchmark
ERR1658185,7,19F,19,Training,GPS benchmark
ERR774600,1,2,2,Training,GPS benchmark
SRR26797196,6,8,8,Training,GPS benchmark
SRR26797196,13,8,8,Training,GPS benchmark
ERR2667609,20,1,1,Training,GPS benchmark
ERR2667609,34,1,1,Training,GPS benchmark
SRR26714525,2,12F,12,Training,GPS benchmark
SRR26714525,8,12F,12,Training,GPS benchmark
SRR26797943,3,8,8,Training,GPS benchmark
SRR26884540,3,15A,15,Training,GPS benchmark
SRR26884540,12,15A,15,Training,GPS benchmark
SRR26877952,2,35F,35,Training,GPS benchmark
SRR26789583,3,8,8,Training,GPS benchmark
SRR26789583,5,8,8,Training,GPS benchmark
ERR7567828,2,15A,15,Training,GPS benchmark
SRR26672957,1,8,8,Training,GPS benchmark
ERR1453381,2,35B,35,Testing,GPS benchmark
ERR1453381,5,35B,35,Testing,GPS benchmark
ERR1065435,29,10A,10,Training,GPS benchmark
ERR1065435,35,10A,10,Training,GPS benchmark
ERR2090656,2,33F,33,Training,GPS benchmark
ERR2090656,17,33F,33,Training,GPS benchmark
ERR774615,10,21,21,Training,GPS benchmark
ERR774615,29,21,21,Training,GPS benchmark
ERR742670,8,3,3,Training,GPS benchmark
SRR26749294,1,33F,33,Training,GPS benchmark
SRR26749294,28,33F,33,Training,GPS benchmark
SRR26797396,4,3,3,Training,GPS benchmark
SRR26817895,2,8,8,Training,GPS benchmark
ERR1202199,6,3,3,Training,GPS benchmark
ERR13364636,8,19F,19,Training,GPS benchmark
ERR13364636,10,19F,19,Training,GPS benchmark
SRR26878249,1,19F,19,Training,GPS benchmark
SRR26878249,24,19F,19,Training,GPS benchmark
ERR568721,1,8,8,Training,GPS benchmark
ERR2089618,2,19A,19,Training,GPS benchmark
ERR884659,12,19A,19,Training,GPS benchmark
ERR3796944,4,24F,24,Training,GPS benchmark
ERR3899338,9,14,14,Training,GPS benchmark
ERR3899338,12,14,14,Training,GPS benchmark
SRR26714408,4,22F,22,Training,GPS benchmark
SRR26714408,22,22F,22,Training,GPS benchmark
SRR26880030,2,24,24,Training,GPS benchmark
SRR26930365,2,8,8,Training,GPS benchmark
SRR26930365,7,8,8,Training,GPS benchmark
ERR773992,9,4,4,Training,GPS benchmark
ERR773992,20,4,4,Training,GPS benchmark
ERR1422481,1,11A,11,Training,GPS benchmark
ERR2681058,1,19A,19,Training,GPS benchmark
SRR26789735,1,19F,19,Training,GPS benchmark
SRR26789735,11,19F,19,Training,GPS benchmark
ERR979974,1,6A,6,Training,GPS benchmark
ERR2090886,3,3,3,Training,GPS benchmark
ERR751146,2,14,14,Training,GPS benchmark
ERR751146,5,14,14,Training,GPS benchmark
SRR26878601,1,12F,12,Training,GPS benchmark
SRR26878601,10,12F,12,Training,GPS benchmark
SRR26910697,1,9N,9,Training,GPS benchmark
ERR997525,7,14,14,Training,GPS benchmark
ERR997525,8,14,14,Training,GPS benchmark
ERR596384,1,20B,20,Training,GPS benchmark
ERR596384,3,20B,20,Training,GPS benchmark
ERR751015,24,4,4,Training,GPS benchmark
ERR751015,26,4,4,Training,GPS benchmark
ERR600621,7,7F,7,Training,GPS benchmark
ERR600621,34,7F,7,Training,GPS benchmark
SRR26714711,3,8,8,Testing,GPS benchmark
SRR26714711,7,8,8,Testing,GPS benchmark
ERR773891,5,33D,33,Training,GPS benchmark
ERR773891,20,33D,33,Training,GPS benchmark
SRR26797116,5,10A,10,Training,GPS benchmark
SRR26797116,25,10A,10,Training,GPS benchmark
SRR26931540,1,8,8,Training,GPS benchmark
ERR3899269,2,6B,6,Training,GPS benchmark
ERR3899269,17,6B,6,Training,GPS benchmark
SRR26594368,1,35F,35,Training,GPS benchmark
ERR1795512,3,15B/C,15,Training,GPS benchmark
SRR26931426,20,9N,9,Training,GPS benchmark
SRR26931426,23,9N,9,Training,GPS benchmark
ERR7568072,3,19A,19,Training,GPS benchmark
SRR26877916,1,9N,9,Training,GPS benchmark
ERR1191945,33,10A,10,Testing,GPS benchmark
ERR1191945,37,10A,10,Testing,GPS benchmark
ERR13375069,1,6B,6,Training,GPS benchmark
SRR26931035,4,22F,22,Training,GPS benchmark
SRR26931035,37,22F,22,Training,GPS benchmark
ERR1422516,1,7C,7,Training,GPS benchmark
SRR26931239,4,3,3,Training,GPS benchmark
ERR1065432,2,9N,9,Training,GPS benchmark
ERR1065432,4,9N,9,Training,GPS benchmark
SRR26749825,3,10B,10,Training,GPS benchmark
ERR7567821,2,8,8,Training,GPS benchmark
ERR13364825,1,23F,23,Training,GPS benchmark
SRR26673072,16,22F,22,Training,GPS benchmark
SRR26673072,39,22F,22,Training,GPS benchmark
ERR433909,25,1,1,Training,GPS benchmark
ERR433909,58,1,1,Training,GPS benchmark
SRR26749305,2,16F,16,Training,GPS benchmark
SRR26594794,2,22F,22,Training,GPS benchmark
SRR26594794,15,22F,22,Training,GPS benchmark
ERR13364731,2,1,1,Training,GPS benchmark
ERR13364731,64,1,1,Training,GPS benchmark
SRR26883917,1,3,3,Training,GPS benchmark
SRR26931360,6,8,8,Training,GPS benchmark
SRR26931360,15,8,8,Training,GPS benchmark
ERR913141,9,9V,9,Training,GPS benchmark
ERR913141,23,9V,9,Training,GPS benchmark
ERR2090915,1,19A,19,Training,GPS benchmark
SRR26594683,9,12F,12,Testing,GPS benchmark
SRR26594683,19,12F,12,Testing,GPS benchmark
ERR909156,27,19F,19,Training,GPS benchmark
ERR909156,30,19F,19,Training,GPS benchmark
ERR505883,5,22F,22,Training,GPS benchmark
ERR505883,29,22F,22,Training,GPS benchmark
SRR26878649,1,9N,9,Training,GPS benchmark
SRR26878649,7,9N,9,Training,GPS benchmark
ERR742346,2,7F,7,Training,GPS benchmark
ERR742346,13,7F,7,Training,GPS benchmark
ERR2090830,3,33F,33,Training,GPS benchmark
ERR2090830,15,33F,33,Training,GPS benchmark
SRR26797117,5,8,8,Training,GPS benchmark
ERR2681256,10,13,13,Training,GPS benchmark
ERR2681256,11,13,13,Training,GPS benchmark
SRR26931453,2,6C,6,Testing,GPS benchmark
SRR26673002,9,7F,7,Testing,GPS benchmark
SRR26673002,55,7F,7,Testing,GPS benchmark
ERR736933,5,5,5,Training,GPS benchmark
ERR736933,15,5,5,Training,GPS benchmark
ERR1065119,1,19A,19,Training,GPS benchmark
SRR26673010,8,20B,20,Testing,GPS benchmark
SRR26673010,35,20B,20,Testing,GPS benchmark
ERR13375058,6,14,14,Training,GPS benchmark
ERR13375058,24,14,14,Training,GPS benchmark
ERR1202576,2,17F,17,Training,GPS benchmark
SRR26797343,4,16F,16,Training,GPS benchmark
SRR26797343,10,16F,16,Training,GPS benchmark
ERR568535,2,1,1,Testing,GPS benchmark
ERR568535,5,1,1,Testing,GPS benchmark
SRR26880205,2,3,3,Training,GPS benchmark
ERR1065741,5,7F,7,Training,GPS benchmark
ERR1065741,30,7F,7,Training,GPS benchmark
ERR742596,1,3,3,Training,GPS benchmark
ERR2681077,1,19F,19,Training,GPS benchmark
ERR2681077,4,19F,19,Training,GPS benchmark
ERR2089321,1,21,21,Testing,GPS benchmark
ERR2089321,15,21,21,Testing,GPS benchmark
ERR1202305,1,1,1,Training,GPS benchmark
ERR1202305,27,1,1,Training,GPS benchmark
SRR26930451,1,15A,15,Training,GPS benchmark
SRR26878727,1,23B,23,Training,GPS benchmark
SRR26878727,39,23B,23,Training,GPS benchmark
ERR2089208,3,19A,19,Testing,GPS benchmark
ERR2089208,28,19A,19,Testing,GPS benchmark
SRR26797487,1,8,8,Training,GPS benchmark
ERR13375150,5,22F,22,Training,GPS benchmark
ERR13375150,28,22F,22,Training,GPS benchmark
ERR742365,5,9V,9,Training,GPS benchmark
ERR742365,17,9V,9,Training,GPS benchmark
SRR26878147,1,3,3,Training,GPS benchmark
SRR26878301,2,22F,22,Training,GPS benchmark
SRR26878301,7,22F,22,Training,GPS benchmark
ERR438968,7,9V,9,Training,GPS benchmark
ERR438968,22,9V,9,Training,GPS benchmark
SRR26879952,1,7C,7,Training,GPS benchmark
SRR26879952,23,7C,7,Training,GPS benchmark
SRR26714873,1,12F,12,Training,GPS benchmark
SRR26714873,26,12F,12,Training,GPS benchmark
SRR26797845,3,35B,35,Training,GPS benchmark
SRR26797845,8,35B,35,Training,GPS benchmark
SRR26673412,1,9N,9,Training,GPS benchmark
SRR26673412,33,9N,9,Training,GPS benchmark
ERR742656,1,23A,23,Training,GPS benchmark
ERR1106726,7,6B,6,Training,GPS benchmark
ERR1430978,1,10B,10,Training,GPS benchmark
ERR2090399,1,1,1,Training,GPS benchmark
ERR2090399,4,1,1,Training,GPS benchmark
ERR2090707,10,6B,6,Training,GPS benchmark
ERR708298,1,6A,6,Training,GPS benchmark
ERR13365827,3,22F,22,Training,GPS benchmark
ERR13365827,6,22F,22,Training,GPS benchmark
SRR26910341,1,23B,23,Training,GPS benchmark
ERR730186,1,22A,22,Training,GPS benchmark
ERR730186,27,22A,22,Training,GPS benchmark
SRR26911039,2,8,8,Training,GPS benchmark
SRR26911039,23,8,8,Training,GPS benchmark
ERR909013,21,10A,10,Training,GPS benchmark
ERR909013,42,10A,10,Training,GPS benchmark
ERR2090377,2,6A,6,Training,GPS benchmark
ERR2090377,6,6A,6,Training,GPS benchmark
