sample_id,true_serotype,true_serogroup,ALLCAPS,ProkBERT,benchmark
ERR4501337,24F,24,24F,24F,GPS benchmark
ERR1065626,15A,15,15A,15A,GPS benchmark
ERR1065725,16F,16,16F,16F,GPS benchmark
ERR7567947,8,8,8,8,GPS benchmark
SRR26749849,23F,23,23F,23F,GPS benchmark
SRR26797183,15A,15,15A,15A,GPS benchmark
ERR505933,23F,23,23F,23F,GPS benchmark
SRR26673455,9N,9,9N,9N,GPS benchmark
ERR1764059,12F,12,12F,12B,GPS benchmark
SRR26714554,8,8,8,8,GPS benchmark
SRR26749941,3,3,3,3,GPS benchmark
ERR2680762,19B,19,19B,10B,GPS benchmark
ERR1540679,35B,35,35B,35B,GPS benchmark
SRR26818403,12F,12,12F,46,GPS benchmark
ERR1106782,19A,19,19A,19A,GPS benchmark
SRR26749977,22F,22,22F,22F,GPS benchmark
SRR26879548,35B,35,35B,35B,GPS benchmark
SRR26749566,22F,22,22F,22F,GPS benchmark
SRR26879519,10A,10,10A,10A,GPS benchmark
ERR742338,6C,6,6C,6D,GPS benchmark
ERR774495,8,8,8,8,GPS benchmark
ERR862431,13,13,13,13,GPS benchmark
ERR2089832,6B,6,6B,6E,GPS benchmark
ERR1430839,1,1,1,1,GPS benchmark
ERR1202615,19A,19,19A,19A,GPS benchmark
SRR26910343,9N,9,9N,9N,GPS benchmark
SRR26834250,12F,12,12F,12F,GPS benchmark
ERR3303189,3,3,3,3,GPS benchmark
ERR13365475,35B,35,35B,35B,GPS benchmark
ERR1788322,19F,19,19F,19F,GPS benchmark
SRR26884433,8,8,8,8,GPS benchmark
ERR14653968,19A,19,19A,19A,GPS benchmark
ERR2089358,13,13,13,13,GPS benchmark
ERR925296,10B,10,10B,10B,GPS benchmark
SRR26930386,3,3,3,3,GPS benchmark
SRR26878288,22F,22,22F,22F,GPS benchmark
SRR26883816,3,3,3,3,GPS benchmark
ERR662442,11A,11,11A,11E,GPS benchmark
ERR1756395,8,8,8,8,GPS benchmark
ERR730602,18C,18,18C,18B,GPS benchmark
SRR26594433,23B,23,23B,23B,GPS benchmark
ERR13397686,22F,22,22F,22F,GPS benchmark
SRR26884196,3,3,3,3,GPS benchmark
ERR662317,7F,7,7F,7F,GPS benchmark
ERR2667439,34,34,34,34,GPS benchmark
SRR26879913,8,8,8,8,GPS benchmark
SRR26910323,19F,19,19F,19F,GPS benchmark
ERR2089328,23F,23,23F,23F,GPS benchmark
ERR1191840,19A,19,19A,19A,GPS benchmark
ERR730721,19A,19,19A,19A,GPS benchmark
SRR26911034,15C,15,15C,15C,GPS benchmark
ERR1756486,16F,16,16F,16F,GPS benchmark
ERR730358,34,34,34,34,GPS benchmark
ERR13364406,14,14,14,9V,GPS benchmark
ERR913284,19A,19,19A,19A,GPS benchmark
SRR26818692,22F,22,22F,22F,GPS benchmark
ERR714239,1,1,1,1,GPS benchmark
ERR4289155,11A,11,11A,11A,GPS benchmark
ERR1422541,15A,15,15A,15A,GPS benchmark
ERR774358,19A,19,19A,19A,GPS benchmark
SRR26930357,31,31,31,31,GPS benchmark
ERR8481852,19A,19,19A,19A,GPS benchmark
SRR26878594,9N,9,9N,9N,GPS benchmark
ERR1756408,23F,23,23F,23F,GPS benchmark
SRR26877941,12F,12,12F,12F,GPS benchmark
ERR2089372,19A,19,19A,19A,GPS benchmark
ERR876619,8,8,8,8,GPS benchmark
ERR14653934,19F,19,19F,19F,GPS benchmark
ERR750817,2,2,2,2,GPS benchmark
ERR1453433,9V,9,9V,9V,GPS benchmark
ERR1214671,18C,18,18C,18B,GPS benchmark
ERR438967,4,4,4,4,GPS benchmark
ERR980323,19B,19,19B,19B,GPS benchmark
ERR2089331,22A,22,22A,22A,GPS benchmark
SRR26749714,15A,15,15A,19F,GPS benchmark
SRR26673534,23B,23,23B,23B,GPS benchmark
ERR2667120,19F,19,19F,19F,GPS benchmark
SRR26714757,8,8,8,8,GPS benchmark
ERR913464,13,13,13,13,GPS benchmark
SRR26818563,33F,33,33F,33F,GPS benchmark
ERR2090602,24F,24,24F,24F,GPS benchmark
ERR2091187,21,21,21,21,GPS benchmark
ERR505608,23F,23,23F,23F,GPS benchmark
SRR26930732,8,8,8,8,GPS benchmark
ERR1202371,18C,18,18C,18B,GPS benchmark
SRR26789396,35F,35,35F,35F,GPS benchmark
SRR26818580,19A,19,19A,19A,GPS benchmark
ERR2667503,19F,19,19F,19F,GPS benchmark
SRR26714661,12F,12,12F,12F,GPS benchmark
ERR870210,1,1,1,1,GPS benchmark
SRR26797477,8,8,8,8,GPS benchmark
ERR1453466,15A,15,15A,15A,GPS benchmark
ERR2667418,13,13,13,13,GPS benchmark
SRR26878082,23A,23,23A,23A,GPS benchmark
ERR1106807,14,14,14,14,GPS benchmark
SRR26878736,3,3,3,3,GPS benchmark
ERR884637,24A,24,9N,11C,GPS benchmark
SRR26931446,12F,12,12F,12F,GPS benchmark
ERR1214473,10B,10,10B,10B,GPS benchmark
ERR505778,19A,19,19A,19A,GPS benchmark
ERR997480,22A,22,22A,22A,GPS benchmark
ERR2667527,14,14,14,14,GPS benchmark
SRR26931472,35F,35,35F,35F,GPS benchmark
SRR26749616,10A,10,10A,10A,GPS benchmark
ERR3227725,15A,15,15A,15A,GPS benchmark
SRR26834151,16F,16,16F,16F,GPS benchmark
ERR1756414,33F,33,33F,33F,GPS benchmark
ERR326327,6B,6,6B,23F,GPS benchmark
ERR1214549,14,14,14,14,GPS benchmark
ERR1214532,3,3,3,3,GPS benchmark
SRR26879480,7C,7,7C,7C,GPS benchmark
ERR2090514,19A,19,19A,19A,GPS benchmark
SRR26930563,9N,9,9N,9N,GPS benchmark
SRR26910328,8,8,8,8,GPS benchmark
ERR632991,1,1,1,1,GPS benchmark
SRR26797493,10A,10,10A,10A,GPS benchmark
ERR730944,19F,19,19F,19F,GPS benchmark
SRR26931295,22F,22,22F,22F,GPS benchmark
ERR2091252,5,5,5,5,GPS benchmark
ERR433672,19F,19,19F,19F,GPS benchmark
ERR13365787,3,3,3,3,GPS benchmark
SRR26878534,16F,16,16F,4,GPS benchmark
SRR26749303,3,3,3,3,GPS benchmark
ERR1788177,1,1,1,1,GPS benchmark
SRR26879689,19A,19,19A,19A,GPS benchmark
ERR326692,9V,9,9V,9V,GPS benchmark
ERR1453544,14,14,14,10A,GPS benchmark
ERR1288821,16F,16,16F,16F,GPS benchmark
ERR2089080,10A,10,10A,10A,GPS benchmark
ERR3831132,24F,24,24A,24A,GPS benchmark
ERR340834,1,1,1,1,GPS benchmark
ERR1065762,6A,6,6A,6A,GPS benchmark
ERR2667399,6D,6,6D,6D,GPS benchmark
ERR13364915,19F,19,19F,19F,GPS benchmark
ERR774299,11A,11,11A,11A,GPS benchmark
ERR4501449,24F,24,24F,24F,GPS benchmark
ERR925290,23F,23,23F,23F,GPS benchmark
ERR3270721,22F,22,22F,22F,GPS benchmark
ERR870137,1,1,1,1,GPS benchmark
SRR26931646,3,3,3,3,GPS benchmark
SRR26931375,3,3,3,3,GPS benchmark
ERR774217,5,5,5,5,GPS benchmark
ERR1214573,19F,19,19F,19F,GPS benchmark
ERR1540745,6A,6,6A,6A,GPS benchmark
ERR730155,19A,19,19A,19A,GPS benchmark
ERR326470,14,14,14,22F,GPS benchmark
ERR1066204,7F,7,7F,7F,GPS benchmark
ERR633026,23F,23,23F,23F,GPS benchmark
ERR1066347,12F,12,12F,25F,GPS benchmark
ERR1191850,23B,23,23B,23B,GPS benchmark
ERR925358,19F,19,19F,19F,GPS benchmark
ERR1788078,14,14,14,14,GPS benchmark
SRR26818086,23B,23,23B,23B,GPS benchmark
SRR26749453,9N,9,9N,9N,GPS benchmark
ERR997579,19A,19,19A,19A,GPS benchmark
ERR1430921,16F,16,16F,16F,GPS benchmark
ERR925401,35B,35,35B,35D,GPS benchmark
ERR2853489,19A,19,19A,19A,GPS benchmark
ERR1065899,12F,12,12F,12F,GPS benchmark
ERR490788,19F,19,19F,19F,GPS benchmark
SRR26834171,22F,22,22F,22F,GPS benchmark
SRR26878325,23A,23,23A,23A,GPS benchmark
SRR26817755,19A,19,19A,19A,GPS benchmark
ERR338173,14,14,14,14,GPS benchmark
ERR1065547,20A,20,20A,20A,GPS benchmark
ERR997476,13,13,13,13,GPS benchmark
ERR1540755,23F,23,23F,23F,GPS benchmark
SRR26911070,22F,22,22F,22F,GPS benchmark
ERR742342,14,14,14,14,GPS benchmark
SRR26833590,22F,22,22F,22F,GPS benchmark
ERR2090859,20,20,20B,20B,GPS benchmark
ERR2089982,23F,23,23F,23F,GPS benchmark
ERR338189,1,1,1,1,GPS benchmark
ERR1422477,6B,6,6B,6E,GPS benchmark
ERR730894,6A,6,6A,6A,GPS benchmark
ERR2089570,22F,22,22F,22F,GPS benchmark
ERR449225,22F,22,22F,22F,GPS benchmark
ERR13375147,3,3,3,3,GPS benchmark
SRR26714917,23A,23,23A,23A,GPS benchmark
SRR26878198,3,3,3,3,GPS benchmark
ERR13365571,9N,9,9N,9N,GPS benchmark
SRR26931444,10A,10,10A,10A,GPS benchmark
ERR2089393,20B,20,20B,20B,GPS benchmark
ERR908891,3,3,3,3,GPS benchmark
ERR2089353,9V,9,9V,9V,GPS benchmark
ERR1202297,5,5,5,5,GPS benchmark
ERR730436,14,14,14,15A,GPS benchmark
ERR2667403,19F,19,19F,19F,GPS benchmark
SRR26797294,15A,15,15A,15A,GPS benchmark
ERR7567989,7C,7,7C,7C,GPS benchmark
ERR3723344,14,14,14,14,GPS benchmark
ERR632973,8,8,8,8,GPS benchmark
ERR1065280,3,3,3,3,GPS benchmark
SRR26878667,35B,35,35B,35B,GPS benchmark
ERR1788142,4,4,4,4,GPS benchmark
ERR1453724,34,34,34,34,GPS benchmark
ERR2089103,23B,23,23B,23B,GPS benchmark
ERR751031,5,5,5,5,GPS benchmark
SRR26673388,9N,9,9N,9N,GPS benchmark
ERR13366241,14,14,14,14,GPS benchmark
ERR862299,5,5,5,5,GPS benchmark
ERR13364729,19F,19,19F,19F,GPS benchmark
ERR2667495,23F,23,23F,23F,GPS benchmark
ERR600090,7F,7,7F,7F,GPS benchmark
SRR26672879,8,8,8,8,GPS benchmark
ERR1202071,1,1,1,1,GPS benchmark
ERR14653946,14,14,14,14,GPS benchmark
ERR1422664,6B,6,6B,6A,GPS benchmark
ERR8481542,19F,19,19F,19F,GPS benchmark
ERR1192120,19F,19,19F,19F,GPS benchmark
SRR26884428,6C,6,6C,6C,GPS benchmark
SRR26883864,8,8,8,8,GPS benchmark
SRR26749562,3,3,3,3,GPS benchmark
ERR2667607,14,14,14,14,GPS benchmark
ERR2089754,23F,23,23F,23F,GPS benchmark
SRR26749920,11A,11,11A,11C,GPS benchmark
SRR26931332,23A,23,23A,23A,GPS benchmark
ERR8481851,19F,19,19F,19F,GPS benchmark
ERR774651,22F,22,22F,22F,GPS benchmark
ERR1453698,15A,15,15A,15A,GPS benchmark
ERR316636,23F,23,23F,23F,GPS benchmark
SRR26749710,15C,15,15B,15C,GPS benchmark
ERR3796662,24F,24,24F,24F,GPS benchmark
ERR913234,39,39,39,39,GPS benchmark
SRR26833610,12F,12,12F,12F,GPS benchmark
ERR2667828,18C,18,18C,18C,GPS benchmark
SRR26818696,8,8,8,8,GPS benchmark
ERR870044,19F,19,19F,19F,GPS benchmark
SRR26911004,19A,19,19A,48,GPS benchmark
ERR1430857,20A,20,20A,20,GPS benchmark
ERR979940,15A,15,15A,15A,GPS benchmark
ERR1422648,19A,19,19A,19A,GPS benchmark
ERR449139,19F,19,19F,19F,GPS benchmark
ERR13365676,23A,23,23A,23A,GPS benchmark
ERR316658,23A,23,23A,23A,GPS benchmark
ERR331403,23F,23,23F,23F,GPS benchmark
ERR3796945,24F,24,24F,24F,GPS benchmark
SRR26931772,19F,19,19F,19F,GPS benchmark
ERR913534,19F,19,19F,19F,GPS benchmark
ERR2089776,8,8,8,8,GPS benchmark
SRR26749810,22F,22,22F,22F,GPS benchmark
SRR26910787,9N,9,9N,9N,GPS benchmark
SRR26884639,4,4,4,4,GPS benchmark
SRR26911016,8,8,8,8,GPS benchmark
ERR730679,6A,6,6A,6A,GPS benchmark
SRR26878208,19A,19,19A,19A,GPS benchmark
ERR13375073,15B,15,15B,15B,GPS benchmark
SRR26714209,20B,20,20B,20B,GPS benchmark
SRR26594731,19A,19,19A,19A,GPS benchmark
SRR26714445,16F,16,16F,4,GPS benchmark
ERR1214558,18C,18,18C,18B,GPS benchmark
ERR2090039,7B,7,7B,7B,GPS benchmark
ERR13364830,33F,33,33F,8,GPS benchmark
SRR26797188,33F,33,33F,33F,GPS benchmark
SRR26750046,11A,11,11A,11D,GPS benchmark
SRR26673464,20B,20,20B,20B,GPS benchmark
SRR26789764,35F,35,35F,35F,GPS benchmark
ERR2089965,19A,19,19A,19A,GPS benchmark
SRR26884478,19A,19,19A,19A,GPS benchmark
SRR26879636,15A,15,15A,15A,GPS benchmark
ERR742377,19A,19,19A,19A,GPS benchmark
ERR2089801,33F,33,33F,33F,GPS benchmark
SRR26910832,23B,23,23B,23B,GPS benchmark
ERR870258,18C,18,18C,18C,GPS benchmark
ERR433699,7F,7,7F,7F,GPS benchmark
SRR26789850,9N,9,9N,9N,GPS benchmark
ERR13365800,9N,9,9N,9N,GPS benchmark
SRR26714579,23B,23,23B,23B,GPS benchmark
ERR3303464,34,34,34,34,GPS benchmark
ERR1453646,19A,19,19A,19A,GPS benchmark
ERR1288932,5,5,5,5,GPS benchmark
ERR501629,1,1,1,1,GPS benchmark
ERR1202108,5,5,5,5,GPS benchmark
SRR26877769,9N,9,9N,9N,GPS benchmark
ERR1106698,1,1,1,1,GPS benchmark
ERR862404,21,21,21,21,GPS benchmark
ERR1422534,34,34,34,34,GPS benchmark
SRR26880189,9N,9,9N,9N,GPS benchmark
ERR997618,6A,6,6A,6A,GPS benchmark
SRR26714867,15A,15,15A,15A,GPS benchmark
SRR26714343,19F,19,19F,24A,GPS benchmark
SRR26714434,33F,33,33F,33F,GPS benchmark
SRR26594376,3,3,3,3,GPS benchmark
SRR26797592,8,8,8,8,GPS benchmark
ERR2090037,34,34,34,34,GPS benchmark
ERR714339,45,45,45,45,GPS benchmark
SRR26834268,8,8,8,8,GPS benchmark
SRR26930361,3,3,3,3,GPS benchmark
SRR26930560,8,8,8,8,GPS benchmark
ERR909248,6A,6,6A,6A,GPS benchmark
ERR3796588,24F,24,24F,24F,GPS benchmark
ERR568650,9N,9,9N,9N,GPS benchmark
ERR870313,23F,23,23F,23F,GPS benchmark
ERR1065863,12F,12,12F,12F,GPS benchmark
ERR13374758,3,3,3,3,GPS benchmark
SRR26879485,35B,35,35B,35B,GPS benchmark
ERR956293,14,14,14,9V,GPS benchmark
ERR774000,6B,6,6B,6B,GPS benchmark
ERR13365491,35F,35,35F,35F,GPS benchmark
SRR26833649,12F,12,12F,12F,GPS benchmark
ERR600340,4,4,4,4,GPS benchmark
ERR925107,6B,6,6B,6B,GPS benchmark
SRR26883838,3,3,3,3,GPS benchmark
SRR26880323,16F,16,16F,16F,GPS benchmark
ERR1065453,19A,19,19A,19A,GPS benchmark
ERR3270724,6A,6,6A,6A,GPS benchmark
SRR26884349,8,8,8,8,GPS benchmark
SRR26884162,11A,11,11A,11A,GPS benchmark
SRR26878525,35B,35,35B,35D,GPS benchmark
ERR1191864,19A,19,19A,19A,GPS benchmark
ERR1756448,6B,6,6B,6E,GPS benchmark
ERR908947,19A,19,19A,19A,GPS benchmark
ERR909005,34,34,34,34,GPS benchmark
SRR26884398,3,3,3,3,GPS benchmark
ERR338181,1,1,1,1,GPS benchmark
ERR2667352,6B,6,6A,6A,GPS benchmark
ERR13365477,3,3,3,3,GPS benchmark
ERR600183,22F,22,22F,22F,GPS benchmark
ERR600519,6A,6,6A,6A,GPS benchmark
ERR742462,34,34,34,34,GPS benchmark
SRR26930275,3,3,3,3,GPS benchmark
SRR26931826,12F,12,12F,12F,GPS benchmark
ERR13365817,9N,9,9N,9N,GPS benchmark
ERR2091062,8,8,8,8,GPS benchmark
SRR26714237,11A,11,11A,11E,GPS benchmark
ERR900669,6A,6,6A,6A,GPS benchmark
ERR13366152,9V,9,9V,38,GPS benchmark
ERR13365300,3,3,3,3,GPS benchmark
ERR568695,9V,9,9V,9V,GPS benchmark
ERR3655292,34,34,34,34,GPS benchmark
ERR1422433,35A,35,35A,35C,GPS benchmark
ERR730274,23B,23,23B,23B,GPS benchmark
SRR26877872,19A,19,19A,19A,GPS benchmark
ERR2681240,19A,19,19A,19A,GPS benchmark
SRR26884371,8,8,8,8,GPS benchmark
ERR2668029,19F,19,19F,19F,GPS benchmark
SRR26879786,3,3,3,3,GPS benchmark
ERR3796796,24F,24,24F,24F,GPS benchmark
SRR26879767,3,3,3,3,GPS benchmark
ERR2090709,5,5,5,5,GPS benchmark
ERR568777,6C,6,6C,6C,GPS benchmark
SRR26911179,15A,15,15A,15A,GPS benchmark
SRR26714712,8,8,8,8,GPS benchmark
ERR1066340,8,8,8,8,GPS benchmark
ERR3303241,1,1,1,1,GPS benchmark
SRR26790072,15B,15,15B,15B,GPS benchmark
ERR870282,6A,6,6A,6A,GPS benchmark
SRR26797458,23A,23,23A,23A,GPS benchmark
SRR26910650,15A,15,15A,15A,GPS benchmark
ERR876786,7F,7,7F,7F,GPS benchmark
SRR26931378,22F,22,22F,22F,GPS benchmark
SRR26594179,19A,19,19A,19A,GPS benchmark
SRR26750108,8,8,8,8,GPS benchmark
ERR13365973,22F,22,22F,22F,GPS benchmark
SRR26594751,22F,22,22F,22F,GPS benchmark
ERR980030,14,14,14,14,GPS benchmark
ERR869943,19A,19,19A,19A,GPS benchmark
ERR7567854,35B,35,35B,35D,GPS benchmark
ERR2680919,35A,35,35A,35A,GPS benchmark
ERR326360,19A,19,19A,19A,GPS benchmark
ERR2089501,15A,15,15A,15A,GPS benchmark
SRR26673483,19A,19,19A,19A,GPS benchmark
SRR26834120,8,8,8,8,GPS benchmark
SRR26817792,23B,23,23B,23B,GPS benchmark
ERR433847,1,1,1,1,GPS benchmark
ERR730261,22A,22,22A,22A,GPS benchmark
SRR26878602,19A,19,19A,19A,GPS benchmark
ERR1066350,16F,16,16F,16F,GPS benchmark
ERR1065745,19A,19,19A,19A,GPS benchmark
SRR26749986,22F,22,22F,22F,GPS benchmark
SRR26910699,17F,17,17F,17F,GPS benchmark
ERR913508,19A,19,19A,19A,GPS benchmark
ERR774627,6B,6,6B,6E,GPS benchmark
ERR2680937,1,1,1,1,GPS benchmark
ERR750770,3,3,3,3,GPS benchmark
SRR26834163,20B,20,20B,20B,GPS benchmark
SRR26931492,19A,19,19A,19A,GPS benchmark
SRR26878375,22F,22,22F,22F,GPS benchmark
SRR26878400,23A,23,23A,23A,GPS benchmark
ERR1192198,3,3,3,3,GPS benchmark
ERR3796857,24F,24,24F,24F,GPS benchmark
ERR714558,19A,19,19A,19A,GPS benchmark
ERR714723,35B,35,35B,35B,GPS benchmark
ERR7567910,13,13,13,13,GPS benchmark
ERR3669267,4,4,4,4,GPS benchmark
ERR326415,6A,6,6A,5,GPS benchmark
SRR26910854,8,8,8,8,GPS benchmark
ERR773844,5,5,5,5,GPS benchmark
ERR506026,7F,7,7F,7F,GPS benchmark
SRR26714851,3,3,3,3,GPS benchmark
SRR26834490,8,8,8,8,GPS benchmark
ERR646537,23F,23,23F,23F,GPS benchmark
SRR26818625,15A,15,15A,15A,GPS benchmark
SRR26930558,23B,23,23B,23B,GPS benchmark
SRR26749481,8,8,8,8,GPS benchmark
SRR26595146,12F,12,12F,12F,GPS benchmark
ERR1192081,23A,23,23A,23A,GPS benchmark
SRR26714584,9N,9,9N,9N,GPS benchmark
ERR516626,6A,6,6A,6A,GPS benchmark
ERR2089225,5,5,5,5,GPS benchmark
SRR26749182,8,8,8,8,GPS benchmark
ERR505876,17F,17,17F,17F,GPS benchmark
SRR26910651,7C,7,7C,7C,GPS benchmark
SRR26789969,10A,10,10A,10A,GPS benchmark
ERR438991,23F,23,23F,23F,GPS benchmark
SRR26931829,8,8,8,8,GPS benchmark
ERR913131,19F,19,19F,10A,GPS benchmark
SRR26931224,23B,23,23B,23B,GPS benchmark
SRR26884098,8,8,8,8,GPS benchmark
SRR26797616,3,3,3,3,GPS benchmark
SRR26594260,3,3,3,3,GPS benchmark
SRR26884710,23A,23,22F,22F,GPS benchmark
ERR1788491,23F,23,23F,23F,GPS benchmark
ERR714503,7C,7,7C,7C,GPS benchmark
ERR7567999,35B,35,35B,35D,GPS benchmark
SRR26673226,8,8,8,8,GPS benchmark
SRR26833628,23A,23,23A,23A,GPS benchmark
SRR26673154,3,3,3,3,GPS benchmark
ERR2667304,14,14,14,14,GPS benchmark
SRR26834382,3,3,3,3,GPS benchmark
SRR26714608,6C,6,6C,6C,GPS benchmark
SRR26834186,15A,15,15A,15A,GPS benchmark
SRR26877900,3,3,3,3,GPS benchmark
ERR2667777,6A,6,6A,6A,GPS benchmark
ERR2667753,1,1,1,1,GPS benchmark
ERR1788047,12F,12,12F,46,GPS benchmark
ERR13365159,3,3,3,3,GPS benchmark
SRR26594262,8,8,8,8,GPS benchmark
ERR2090631,1,1,1,1,GPS benchmark
ERR434000,6C,6,6C,6C,GPS benchmark
ERR14654051,10B,10,10B,10B,GPS benchmark
ERR13374933,4,4,4,4,GPS benchmark
ERR13375151,3,3,3,3,GPS benchmark
SRR26797917,9N,9,9N,9N,GPS benchmark
ERR568728,6B,6,6B,6B,GPS benchmark
ERR730264,6A,6,6A,6A,GPS benchmark
ERR909204,11A,11,11A,11A,GPS benchmark
SRR26673549,22F,22,22F,22F,GPS benchmark
ERR925200,16F,16,16F,16F,GPS benchmark
SRR26673265,35F,35,35F,35F,GPS benchmark
SRR26797515,12F,12,12F,12F,GPS benchmark
ERR730932,6A,6,6A,6A,GPS benchmark
SRR26931711,8,8,8,8,GPS benchmark
ERR600363,9V,9,9V,9V,GPS benchmark
ERR326390,19A,19,19A,7F,GPS benchmark
ERR2089690,1,1,1,1,GPS benchmark
SRR26878461,8,8,8,8,GPS benchmark
SRR26673440,8,8,8,8,GPS benchmark
SRR26833677,3,3,3,3,GPS benchmark
ERR2090936,14,14,14,14,GPS benchmark
ERR13364417,19F,19,19F,19F,GPS benchmark
ERR1453795,15A,15,15A,15A,GPS benchmark
SRR26911206,8,8,8,8,GPS benchmark
ERR870108,6A,6,6A,6A,GPS benchmark
SRR26910686,8,8,8,8,GPS benchmark
ERR736916,6A,6,6C,45,GPS benchmark
SRR26880099,3,3,3,3,GPS benchmark
SRR26594280,15B,15,15B,15B,GPS benchmark
ERR2090665,12F,12,12F,12F,GPS benchmark
ERR14653937,3,3,3,3,GPS benchmark
SRR26749758,12F,12,12F,12F,GPS benchmark
ERR352011,6A,6,6A,6A,GPS benchmark
ERR1202300,5,5,5,5,GPS benchmark
ERR1065901,23A,23,23A,23A,GPS benchmark
SRR26879778,33F,33,33F,33F,GPS benchmark
ERR1202370,17F,17,17F,17F,GPS benchmark
ERR1202551,1,1,1,1,GPS benchmark
SRR26930434,3,3,3,3,GPS benchmark
ERR13365927,19A,19,19A,19A,GPS benchmark
ERR730425,29,29,29,7C,GPS benchmark
ERR1788392,24F,24,24F,24F,GPS benchmark
ERR2612073,6A,6,6A,6A,GPS benchmark
SRR26797286,3,3,3,3,GPS benchmark
ERR13364508,4,4,4,4,GPS benchmark
ERR2090392,19F,19,19F,19F,GPS benchmark
ERR2680885,6B,6,6B,6E,GPS benchmark
ERR1202498,10B,10,10B,10B,GPS benchmark
ERR13365090,1,1,1,1,GPS benchmark
ERR13375061,33F,33,33F,33F,GPS benchmark
ERR2681247,19F,19,19F,19F,GPS benchmark
SRR26833945,8,8,8,8,GPS benchmark
ERR1202387,6A,6,6A,6A,GPS benchmark
SRR26714758,33F,33,33F,33F,GPS benchmark
SRR26797281,3,3,3,3,GPS benchmark
ERR1065313,31,31,31,31,GPS benchmark
ERR913136,6B,6,6B,6E,GPS benchmark
SRR26789833,19A,19,19A,19A,GPS benchmark
ERR1065780,14,14,14,14,GPS benchmark
ERR331409,9N,9,9N,9N,GPS benchmark
ERR1065945,23A,23,23A,23A,GPS benchmark
SRR26714981,9N,9,9N,9N,GPS benchmark
ERR425501,6B,6,6B,6B,GPS benchmark
ERR433606,22F,22,22F,22F,GPS benchmark
ERR2667998,18A,18,18A,18A,GPS benchmark
ERR1422522,6B,6,6B,6E,GPS benchmark
SRR26594297,23A,23,23A,23A,GPS benchmark
ERR3303445,5,5,5,5,GPS benchmark
SRR26673238,15A,15,15A,15A,GPS benchmark
SRR26879728,19F,19,19F,19F,GPS benchmark
ERR2090955,23F,23,23F,23F,GPS benchmark
SRR26594584,9V,9,9V,9V,GPS benchmark
ERR773946,6A,6,6A,6A,GPS benchmark
ERR876585,23F,23,23F,23F,GPS benchmark
ERR714677,6B,6,6B,6A,GPS benchmark
SRR26797594,12F,12,12F,12F,GPS benchmark
ERR714191,12F,12,12F,12F,GPS benchmark
SRR26817961,12F,12,12F,12F,GPS benchmark
SRR26749755,8,8,8,8,GPS benchmark
ERR13374650,14,14,14,14,GPS benchmark
ERR2668107,8,8,8,8,GPS benchmark
SRR26749615,3,3,3,3,GPS benchmark
SRR26673017,12F,12,12F,12F,GPS benchmark
SRR26930624,9N,9,9N,9N,GPS benchmark
ERR997551,6B,6,6B,6E,GPS benchmark
ERR869984,13,13,13,13,GPS benchmark
ERR1795467,14,14,14,14,GPS benchmark
ERR13366133,8,8,8,8,GPS benchmark
SRR26594650,10A,10,10A,10A,GPS benchmark
SRR26789543,8,8,8,8,GPS benchmark
ERR862455,23F,23,23F,23F,GPS benchmark
SRR26931331,9N,9,9N,9N,GPS benchmark
ERR2089023,19F,19,19F,19F,GPS benchmark
ERR2089868,10A,10,10A,10A,GPS benchmark
SRR26878423,23B,23,23B,23B,GPS benchmark
ERR434003,3,3,3,3,GPS benchmark
SRR26594237,23B,23,23B,23B,GPS benchmark
ERR3270696,23F,23,23F,23F,GPS benchmark
ERR1422539,10B,10,10B,10B,GPS benchmark
SRR26714812,16F,16,16F,21,GPS benchmark
SRR26833913,8,8,8,8,GPS benchmark
ERR316713,23F,23,23F,23F,GPS benchmark
SRR26797150,3,3,3,3,GPS benchmark
ERR730802,19F,19,19F,19F,GPS benchmark
SRR26877976,38,38,38,25F,GPS benchmark
ERR900711,6B,6,6B,6B,GPS benchmark
SRR26880075,9N,9,9N,9N,GPS benchmark
SRR26797998,22F,22,22F,22F,GPS benchmark
ERR633104,1,1,1,1,GPS benchmark
ERR1540782,35B,35,35B,35B,GPS benchmark
ERR701850,6A,6,6A,6A,GPS benchmark
SRR26884015,11A,11,11A,11E,GPS benchmark
ERR1288920,19A,19,19A,19A,GPS benchmark
ERR870224,1,1,1,1,GPS benchmark
SRR26789594,7C,7,7C,7C,GPS benchmark
SRR26834451,19A,19,19A,19A,GPS benchmark
SRR26910563,8,8,8,8,GPS benchmark
SRR26714562,8,8,8,4,GPS benchmark
ERR884555,6B,6,6B,6E,GPS benchmark
ERR900734,13,13,13,13,GPS benchmark
SRR26673149,17F,17,17F,17F,GPS benchmark
SRR26833583,9N,9,9N,9N,GPS benchmark
ERR742722,19F,19,19F,9V,GPS benchmark
ERR870192,34,34,34,34,GPS benchmark
ERR8481880,8,8,8,8,GPS benchmark
ERR1788490,14,14,14,14,GPS benchmark
ERR750816,18C,18,18C,18C,GPS benchmark
ERR750999,7F,7,7F,7F,GPS benchmark
ERR730905,6B,6,6B,6B,GPS benchmark
SRR26910301,3,3,3,3,GPS benchmark
ERR701853,14,14,14,14,GPS benchmark
ERR2667894,1,1,1,1,GPS benchmark
ERR1065951,17F,17,17F,17F,GPS benchmark
ERR2090850,16F,16,16F,16F,GPS benchmark
ERR516659,16F,16,16F,16F,GPS benchmark
